time,created_at,latitude,longitude,altitude
2021-11-02 06:23:30,2021-11-02 11:53:30,17.45151545,78.36359314,519.821
2021-11-02 06:23:31,2021-11-02 11:53:31,17.45157837,78.36358574,518.347
2021-11-02 06:23:32,2021-11-02 11:53:32,17.45164476,78.36357791,518.145
2021-11-02 06:23:33,2021-11-02 11:53:33,17.45170485,78.36356690000001,518.212
2021-11-02 06:23:34,2021-11-02 11:53:34,17.45177099,78.36355448,518.596
2021-11-02 06:23:35,2021-11-02 11:53:35,17.45183011,78.36354720000001,517.389
2021-11-02 06:23:36,2021-11-02 11:53:36,17.451889899999998,78.36353868,518.106
2021-11-02 06:23:37,2021-11-02 11:53:37,17.45195078,78.36352798,518.7330000000001
2021-11-02 06:23:38,2021-11-02 11:53:38,17.45201709,78.36351864,518.435
2021-11-02 06:23:39,2021-11-02 11:53:39,17.45208003,78.36351761,518.651
2021-11-02 06:23:40,2021-11-02 11:53:40,17.45214589,78.36351843,518.785
2021-11-02 06:23:41,2021-11-02 11:53:41,17.45221492,78.36351968,518.712
2021-11-02 06:23:42,2021-11-02 11:53:42,17.45228419,78.36352135,518.971
2021-11-02 06:23:43,2021-11-02 11:53:43,17.45236191,78.36352929,517.151
2021-11-02 06:23:44,2021-11-02 11:53:44,17.45244106,78.36353203,515.976
2021-11-02 06:23:45,2021-11-02 11:53:45,17.4525264,78.36353607,514.632
2021-11-02 06:23:46,2021-11-02 11:53:46,17.45261235,78.36354337,513.613
2021-11-02 06:23:47,2021-11-02 11:53:47,17.45270696,78.36354986,512.237
2021-11-02 06:23:48,2021-11-02 11:53:48,17.45279889,78.36354831,511.666
2021-11-02 06:23:49,2021-11-02 11:53:49,17.45289712,78.36355107,511.079
2021-11-02 06:23:50,2021-11-02 11:53:50,17.452984,78.36355376,510.8
2021-11-02 06:23:51,2021-11-02 11:53:51,17.45306784,78.36355679,510.56199999999995
2021-11-02 06:23:52,2021-11-02 11:53:52,17.453148199999998,78.36357004,510.034
2021-11-02 06:23:53,2021-11-02 11:53:53,17.45323114,78.36359285,508.51
2021-11-02 06:23:54,2021-11-02 11:53:54,17.45331471,78.36360551,507.29
2021-11-02 06:23:55,2021-11-02 11:53:55,17.453396899999998,78.36362703,506.159
2021-11-02 06:23:56,2021-11-02 11:53:56,17.45347835,78.3636436,505.15
2021-11-02 06:23:57,2021-11-02 11:53:57,17.45356308,78.36365688,504.755
2021-11-02 06:23:58,2021-11-02 11:53:58,17.45364675,78.36366452,504.917
2021-11-02 06:23:59,2021-11-02 11:53:59,17.45373115,78.36367148,505.38300000000004
2021-11-02 06:24:00,2021-11-02 11:54:00,17.45381986,78.36367376,505.819
2021-11-02 06:24:01,2021-11-02 11:54:01,17.45390551,78.36367744,505.88599999999997
2021-11-02 06:24:02,2021-11-02 11:54:02,17.45398545,78.36368055,506.335
2021-11-02 06:24:03,2021-11-02 11:54:03,17.45405695,78.36369019,505.911
2021-11-02 06:24:04,2021-11-02 11:54:04,17.45411777,78.36369437,506.121
2021-11-02 06:24:05,2021-11-02 11:54:05,17.45417536,78.36369957,505.92400000000004
2021-11-02 06:24:06,2021-11-02 11:54:06,17.45421804,78.36370616,506.00300000000004
2021-11-02 06:24:07,2021-11-02 11:54:07,17.45424632,78.36370562,505.629
2021-11-02 06:24:08,2021-11-02 11:54:08,17.4542598,78.36370495,505.611
2021-11-02 06:24:09,2021-11-02 11:54:09,17.45426788,78.36370226,506.20300000000003
2021-11-02 06:24:10,2021-11-02 11:54:10,17.45426752,78.36370443,505.635
2021-11-02 06:24:11,2021-11-02 11:54:11,17.45426746,78.36370596,505.13
2021-11-02 06:24:12,2021-11-02 11:54:12,17.454269399999998,78.36370729,504.589
2021-11-02 06:24:13,2021-11-02 11:54:13,17.45427102,78.36370936,504.369
2021-11-02 06:24:14,2021-11-02 11:54:14,17.45427175,78.36370844,504.527
2021-11-02 06:24:15,2021-11-02 11:54:15,17.454276999999998,78.36370972,504.267
2021-11-02 06:24:16,2021-11-02 11:54:16,17.45428382,78.36370941,504.14300000000003
